trial_i,prime_file,prime_valence,correct_word,distractor_word,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,response_key,rt,correct_key,accuracy,left_word,right_word,Participant ID,Session,date
34,frihed_compressed.wav,positive,frihed,lærer,babble_10.wav,plakat_reversed.wav,kæle_reversed.wav,,,,,0,26,26,26,left,0.5059809684753418,left,1,frihed,lærer,6702,1,2025-11-24_10-57-48
49,poesi_compressed.wav,neutral,poesi,nonne,babble_79.wav,fængsel_reversed.wav,nedbrud_reversed.wav,,,,,0,27,27,27,left,1.022658109664917,left,1,poesi,nonne,6702,1,2025-11-24_10-57-48
48,banner_compressed.wav,neutral,banner,violin,babble_47.wav,forkert_reversed.wav,drukne_reversed.wav,,,,,0,28,28,28,right,0.6808559894561768,right,1,violin,banner,6702,1,2025-11-24_10-57-48
15,drukne_compressed.wav,negative,drukne,sikker,babble_4.wav,statue_reversed.wav,trofæ_reversed.wav,,,,,0,29,29,29,right,1.7851669788360596,left,0,drukne,sikker,6702,1,2025-11-24_10-57-48
60,engel_compressed.wav,positive,engel,lyse,babble_19.wav,utro_reversed.wav,passion_reversed.wav,,,,,0,30,30,30,left,1.2579460144042969,left,1,engel,lyse,6702,1,2025-11-24_10-57-48
3,ensom_compressed.wav,negative,ensom,heldig,babble_3.wav,fiasko_reversed.wav,selvmord_reversed.wav,,,,,0,31,31,31,left,1.6707971096038818,left,1,ensom,heldig,6702,1,2025-11-24_10-57-48
72,vandal_compressed.wav,negative,vandal,rigdom,babble_28.wav,krise_reversed.wav,venlig_reversed.wav,,,,,0,32,32,32,right,2.182013988494873,right,1,rigdom,vandal,6702,1,2025-11-24_10-57-48
65,sexet_compressed.wav,positive,sexet,bygning,babble_39.wav,smerte_reversed.wav,boble_reversed.wav,,,,,0,33,33,33,left,1.0899269580841064,left,1,sexet,bygning,6702,1,2025-11-24_10-57-48
51,smerte_compressed.wav,negative,smerte,bombe,babble_48.wav,ugle_reversed.wav,mester_reversed.wav,,,,,0,34,34,34,right,0.8966331481933594,right,1,bombe,smerte,6702,1,2025-11-24_10-57-48
25,salat_compressed.wav,neutral,salat,natur,babble_8.wav,albue_reversed.wav,skønhed_reversed.wav,,,,,0,35,35,35,right,0.4958498477935791,right,1,natur,salat,6702,1,2025-11-24_10-57-48
62,kontor_compressed.wav,neutral,kontor,væmmes,babble_73.wav,spænding_reversed.wav,marked_reversed.wav,,,,,0,36,36,36,left,0.884915828704834,right,0,væmmes,kontor,6702,1,2025-11-24_10-57-48
16,borddug_compressed.wav,neutral,borddug,enhed,babble_64.wav,glæde_reversed.wav,motor_reversed.wav,,,,,0,37,37,37,right,0.921436071395874,right,1,enhed,borddug,6702,1,2025-11-24_10-57-48
30,afvist_compressed.wav,negative,afvist,statue,babble_1.wav,ugle_reversed.wav,redning_reversed.wav,,,,,0,38,38,38,right,0.6827549934387207,right,1,statue,afvist,6702,1,2025-11-24_10-57-48
45,konge_compressed.wav,positive,konge,hånlig,babble_35.wav,sikker_reversed.wav,putte_reversed.wav,,,,,0,39,39,39,left,1.162065029144287,left,1,konge,hånlig,6702,1,2025-11-24_10-57-48
66,kæle_compressed.wav,positive,kæle,banner,babble_12.wav,rotte_reversed.wav,konge_reversed.wav,,,,,0,40,40,40,left,1.3373498916625977,left,1,kæle,banner,6702,1,2025-11-24_10-57-48
11,sæde_compressed.wav,neutral,sæde,gade,babble_61.wav,enhed_reversed.wav,konge_reversed.wav,,,,,0,41,41,41,right,0.7232789993286133,right,1,gade,sæde,6702,1,2025-11-24_10-57-48
79,passion_compressed.wav,positive,passion,trussel,babble_46.wav,varme_reversed.wav,fjollet_reversed.wav,,,,,0,42,42,42,left,0.835533857345581,left,1,passion,trussel,6702,1,2025-11-24_10-57-48
39,kage_compressed.wav,positive,kage,udskud,babble_20.wav,tilfreds_reversed.wav,bombe_reversed.wav,,,,,0,43,43,43,right,1.0181021690368652,right,1,udskud,kage,6702,1,2025-11-24_10-57-48
23,skammel_compressed.wav,neutral,skammel,ære,babble_16.wav,flirte_reversed.wav,engel_reversed.wav,,,,,0,44,44,44,left,0.8406200408935547,left,1,skammel,ære,6702,1,2025-11-24_10-57-48
76,blodig_compressed.wav,negative,blodig,slagtning,babble_68.wav,skade_reversed.wav,sexet_reversed.wav,,,,,0,45,45,45,right,0.5074701309204102,right,1,slagtning,blodig,6702,1,2025-11-24_10-57-48
36,intim_compressed.wav,positive,intim,spænding,babble_28.wav,tortur_reversed.wav,blomstre_reversed.wav,,,,,0,46,46,46,left,0.6054670810699463,left,1,intim,spænding,6702,1,2025-11-24_10-57-48
55,himmel_compressed.wav,positive,himmel,slave,babble_81.wav,sæde_reversed.wav,redskab_reversed.wav,,,,,0,47,47,47,left,0.5811440944671631,left,1,himmel,slave,6702,1,2025-11-24_10-57-48
89,søsyg_compressed.wav,negative,søsyg,varme,babble_96.wav,vindue_reversed.wav,nøgle_reversed.wav,,,,,0,48,48,48,left,1.8317899703979488,left,1,søsyg,varme,6702,1,2025-11-24_10-57-48
80,pude_compressed.wav,positive,pude,sexet,babble_73.wav,sikker_reversed.wav,humor_reversed.wav,,,,,0,49,49,49,left,0.7636990547180176,left,1,pude,sexet,6702,1,2025-11-24_10-57-48
50,himmel_compressed.wav,positive,himmel,modgang,babble_86.wav,sandhed_reversed.wav,putte_reversed.wav,,,,,0,50,50,50,right,0.7630109786987305,right,1,modgang,himmel,6702,1,2025-11-24_10-57-48
56,fedme_compressed.wav,negative,fedme,sikker,babble_10.wav,ønske_reversed.wav,oprørt_reversed.wav,,,,,0,51,51,51,left,1.1296789646148682,left,1,fedme,sikker,6702,1,2025-11-24_10-57-48
6,taber_compressed.wav,negative,taber,redskab,babble_59.wav,ønske_reversed.wav,bombe_reversed.wav,,,,,0,52,52,52,left,2.135182857513428,left,1,taber,redskab,6702,1,2025-11-24_10-57-48
86,syndig_compressed.wav,negative,syndig,latter,babble_54.wav,rotte_reversed.wav,vandfald_reversed.wav,,,,,0,53,53,53,right,1.908708095550537,right,1,latter,syndig,6702,1,2025-11-24_10-57-48
31,fiasko_compressed.wav,negative,fiasko,latter,babble_51.wav,taber_reversed.wav,festlig_reversed.wav,,,,,0,54,54,54,right,0.9569921493530272,right,1,latter,fiasko,6702,1,2025-11-24_10-57-48
58,vindue_compressed.wav,neutral,vindue,søsyg,babble_48.wav,kontor_reversed.wav,poesi_reversed.wav,,,,,0,55,55,55,left,1.9459290504455569,left,1,vindue,søsyg,6702,1,2025-11-24_10-57-48
73,tønde_compressed.wav,neutral,tønde,metal,babble_49.wav,gratis_reversed.wav,slave_reversed.wav,,,,,0,56,56,56,left,1.193392038345337,left,1,tønde,metal,6702,1,2025-11-24_10-57-48
20,fjendtlig_compressed.wav,negative,fjendtlig,kærtegn,babble_69.wav,gaffel_reversed.wav,lyse_reversed.wav,,,,,0,57,57,57,right,1.803937911987305,left,0,fjendtlig,kærtegn,6702,1,2025-11-24_10-57-48
84,feber_compressed.wav,negative,feber,spise,babble_31.wav,genstand_reversed.wav,bombe_reversed.wav,,,,,0,58,58,58,left,1.6066269874572754,right,0,spise,feber,6702,1,2025-11-24_10-57-48
12,konge_compressed.wav,positive,konge,syndig,babble_10.wav,kontor_reversed.wav,voldtægt_reversed.wav,,,,,0,59,59,59,left,0.9182009696960448,left,1,konge,syndig,6702,1,2025-11-24_10-57-48
70,beskidt_compressed.wav,negative,beskidt,krise,babble_10.wav,fjendtlig_reversed.wav,modgang_reversed.wav,,,,,0,60,60,60,left,1.149691104888916,left,1,beskidt,krise,6702,1,2025-11-24_10-57-48
4,sindssyg_compressed.wav,negative,sindssyg,skuffe,babble_57.wav,dæmpet_reversed.wav,vindue_reversed.wav,,,,,0,61,61,61,right,1.0664010047912598,right,1,skuffe,sindssyg,6702,1,2025-11-24_10-57-48
53,albue_compressed.wav,neutral,albue,marked,babble_53.wav,feber_reversed.wav,spise_reversed.wav,,,,,0,62,62,62,left,1.1916420459747314,left,1,albue,marked,6702,1,2025-11-24_10-57-48
83,redning_compressed.wav,positive,redning,kujon,babble_40.wav,violin_reversed.wav,giftig_reversed.wav,,,,,0,63,63,63,left,3.10693097114563,right,0,kujon,redning,6702,1,2025-11-24_10-57-48
7,statue_compressed.wav,neutral,statue,ankel,babble_3.wav,poesi_reversed.wav,vandal_reversed.wav,,,,,0,64,64,64,left,1.579608917236328,left,1,statue,ankel,6702,1,2025-11-24_10-57-48
2,gade_compressed.wav,neutral,gade,feber,babble_19.wav,fiasko_reversed.wav,beskidt_reversed.wav,,,,,0,65,65,65,left,1.6851770877838137,left,1,gade,feber,6702,1,2025-11-24_10-57-48
63,respekt_compressed.wav,positive,respekt,hånlig,babble_32.wav,hjerte_reversed.wav,patent_reversed.wav,,,,,0,66,66,66,right,1.41205096244812,right,1,hånlig,respekt,6702,1,2025-11-24_10-57-48
18,skade_compressed.wav,negative,skade,udskud,babble_23.wav,gratis_reversed.wav,avis_reversed.wav,,,,,0,67,67,67,left,2.969491958618164,right,0,udskud,skade,6702,1,2025-11-24_10-57-48
9,lampe_compressed.wav,neutral,lampe,kontor,babble_71.wav,taxa_reversed.wav,redning_reversed.wav,,,,,0,68,68,68,left,0.592181921005249,left,1,lampe,kontor,6702,1,2025-11-24_10-57-48
82,misbrug_compressed.wav,negative,misbrug,luder,babble_22.wav,rabies_reversed.wav,finger_reversed.wav,,,,,0,69,69,69,right,0.407973051071167,right,1,luder,misbrug,6702,1,2025-11-24_10-57-48
74,offer_compressed.wav,negative,offer,vandfald,babble_85.wav,tumor_reversed.wav,fængsel_reversed.wav,,,,,0,70,70,70,left,0.7249431610107422,left,1,offer,vandfald,6702,1,2025-11-24_10-57-48
85,sindssyg_compressed.wav,negative,sindssyg,ønske,babble_37.wav,vinde_reversed.wav,fjollet_reversed.wav,,,,,0,71,71,71,right,0.388577938079834,right,1,ønske,sindssyg,6702,1,2025-11-24_10-57-48
59,kugle_compressed.wav,neutral,kugle,opstemt,babble_61.wav,nedbrud_reversed.wav,venlig_reversed.wav,,,,,0,72,72,72,left,1.0564360618591309,left,1,kugle,opstemt,6702,1,2025-11-24_10-57-48
35,viden_compressed.wav,positive,viden,fængsel,babble_75.wav,ugle_reversed.wav,tilfreds_reversed.wav,,,,,0,73,73,73,left,1.2425389289855957,right,0,fængsel,viden,6702,1,2025-11-24_10-57-48
33,hjerte_compressed.wav,positive,hjerte,marked,babble_79.wav,viden_reversed.wav,røver_reversed.wav,,,,,0,74,74,74,right,1.6310920715332031,left,0,hjerte,marked,6702,1,2025-11-24_10-57-48
44,tilfreds_compressed.wav,positive,tilfreds,spænding,babble_74.wav,vandal_reversed.wav,heldig_reversed.wav,,,,,0,75,75,75,right,1.045443058013916,right,1,spænding,tilfreds,6702,1,2025-11-24_10-57-48
13,forpint_compressed.wav,negative,forpint,fjendtlig,babble_40.wav,beskidt_reversed.wav,dæmpet_reversed.wav,,,,,0,76,76,76,left,0.9760499000549316,left,1,forpint,fjendtlig,6702,1,2025-11-24_10-57-48
81,koldbrand_compressed.wav,negative,koldbrand,finger,babble_81.wav,nonne_reversed.wav,papir_reversed.wav,,,,,0,77,77,77,left,1.0544211864471436,left,1,koldbrand,finger,6702,1,2025-11-24_10-57-48
61,knude_compressed.wav,neutral,knude,oprørt,babble_71.wav,fedme_reversed.wav,røver_reversed.wav,,,,,0,78,78,78,right,1.0514419078826904,right,1,oprørt,knude,6702,1,2025-11-24_10-57-48
67,cirkus_compressed.wav,positive,cirkus,kande,babble_91.wav,himlen_reversed.wav,lampe_reversed.wav,,,,,0,79,79,79,left,0.9525210857391356,left,1,cirkus,kande,6702,1,2025-11-24_10-57-48
54,væmmes_compressed.wav,negative,væmmes,vandal,babble_53.wav,skyldig_reversed.wav,beskidt_reversed.wav,,,,,0,80,80,80,left,0.816352128982544,left,1,væmmes,vandal,6702,1,2025-11-24_10-57-48
29,kugle_compressed.wav,neutral,kugle,feber,babble_8.wav,boble_reversed.wav,syndig_reversed.wav,,,,,0,81,81,81,right,0.7480900287628174,right,1,feber,kugle,6702,1,2025-11-24_10-57-48
27,statue_compressed.wav,neutral,statue,dollar,babble_13.wav,fængsel_reversed.wav,salat_reversed.wav,,,,,0,82,82,82,right,0.8631300926208496,right,1,dollar,statue,6702,1,2025-11-24_10-57-48
68,natur_compressed.wav,positive,natur,skuffe,babble_40.wav,modgang_reversed.wav,tumor_reversed.wav,,,,,0,83,83,83,right,0.934751033782959,right,1,skuffe,natur,6702,1,2025-11-24_10-57-48
90,maling_compressed.wav,neutral,maling,smerte,babble_19.wav,slave_reversed.wav,heldig_reversed.wav,,,,,0,84,84,84,right,1.289093017578125,right,1,smerte,maling,6702,1,2025-11-24_10-57-48
39,tønde_compressed.wav,neutral,tønde,nonsens,babble_55.wav,krise_reversed.wav,røver_reversed.wav,0.0,0.0,0.0,0.0,0,-1,-1,0,left,2.200920999981463,left,1,tønde,nonsens,3475,1,2025-12-06_13-56-49
35,intim_compressed.wav,positive,intim,musik,babble_70.wav,hage_reversed.wav,flirte_reversed.wav,0.0,1.0,1.0,1.0,0,-1,-1,0,left,1.1763446999830194,left,1,intim,musik,3475,1,2025-12-06_13-56-49
28,diamant_compressed.wav,positive,diamant,spise,babble_13.wav,kærtegn_reversed.wav,papir_reversed.wav,0.0,2.0,2.0,2.0,0,-1,-1,0,right,2.8457174000213854,left,0,diamant,spise,3475,1,2025-12-06_13-56-49
7,pervers_compressed.wav,negative,pervers,genert,babble_1.wav,sygdom_reversed.wav,blomstre_reversed.wav,0.0,3.0,3.0,3.0,0,-1,-1,0,right,0.8954822000232525,right,1,genert,pervers,3475,1,2025-12-06_13-56-49
88,syndig_compressed.wav,negative,syndig,forår,babble_32.wav,marked_reversed.wav,sollys_reversed.wav,0.0,4.0,4.0,4.0,0,-1,-1,0,left,1.5388706999947317,left,1,syndig,forår,3475,1,2025-12-06_13-56-49
17,vandfald_compressed.wav,positive,vandfald,genert,babble_87.wav,latter_reversed.wav,bange_reversed.wav,,,,,0,0,0,0,right,0.9718305999995208,right,1,genert,vandfald,3475,1,2025-12-06_13-56-49
87,oprør_compressed.wav,negative,oprør,hånlig,babble_93.wav,måned_reversed.wav,gratis_reversed.wav,,,,,0,1,1,1,right,2.9953256999724545,right,1,hånlig,oprør,3475,1,2025-12-06_13-56-49
49,skønhed_compressed.wav,positive,skønhed,forår,babble_82.wav,blodig_reversed.wav,leder_reversed.wav,,,,,0,2,2,2,left,0.7307119999895804,left,1,skønhed,forår,3475,1,2025-12-06_13-56-49
50,syndig_compressed.wav,negative,syndig,trofæ,babble_41.wav,fremskridt_reversed.wav,frygtsom_reversed.wav,,,,,0,3,3,3,right,0.9056115000275896,right,1,trofæ,syndig,3475,1,2025-12-06_13-56-49
52,tønde_compressed.wav,neutral,tønde,kande,babble_11.wav,baby_reversed.wav,patent_reversed.wav,,,,,0,4,4,4,right,1.3383003000053575,right,1,kande,tønde,3475,1,2025-12-06_13-56-49
19,nøgle_compressed.wav,neutral,nøgle,boble,babble_95.wav,genert_reversed.wav,violin_reversed.wav,,,,,0,5,5,5,right,1.0815694000339136,right,1,boble,nøgle,3475,1,2025-12-06_13-56-49
21,opstemt_compressed.wav,positive,opstemt,accept,babble_18.wav,ugle_reversed.wav,fase_reversed.wav,,,,,0,6,6,6,right,1.325629899976775,right,1,accept,opstemt,3475,1,2025-12-06_13-56-49
15,boble_compressed.wav,neutral,boble,væmmes,babble_18.wav,selvmord_reversed.wav,succes_reversed.wav,,,,,0,7,7,7,left,1.3791483999812044,left,1,boble,væmmes,3475,1,2025-12-06_13-56-49
11,knude_compressed.wav,neutral,knude,røver,babble_63.wav,feber_reversed.wav,kedel_reversed.wav,,,,,0,8,8,8,right,1.7554098999826238,right,1,røver,knude,3475,1,2025-12-06_13-56-49
86,hage_compressed.wav,neutral,hage,lyse,babble_74.wav,feber_reversed.wav,nonsens_reversed.wav,,,,,0,9,9,9,left,1.875944699975662,right,0,lyse,hage,3475,1,2025-12-06_13-56-49
26,rabies_compressed.wav,negative,rabies,ørken,babble_53.wav,metal_reversed.wav,respekt_reversed.wav,,,,,0,10,10,10,left,2.293576500029303,right,0,ørken,rabies,3475,1,2025-12-06_13-56-49
68,himlen_compressed.wav,positive,himlen,vindue,babble_89.wav,ankel_reversed.wav,himlen_reversed.wav,,,,,0,11,11,11,right,1.1682059000013396,right,1,vindue,himlen,3475,1,2025-12-06_13-56-49
38,borddug_compressed.wav,neutral,borddug,accept,babble_98.wav,salat_reversed.wav,offer_reversed.wav,,,,,0,12,12,12,right,1.3614073999924583,right,1,accept,borddug,3475,1,2025-12-06_13-56-49
82,kande_compressed.wav,neutral,kande,forfald,babble_14.wav,selvmord_reversed.wav,morder_reversed.wav,,,,,0,13,13,13,left,1.4580876999534669,left,1,kande,forfald,3475,1,2025-12-06_13-56-49
51,ugle_compressed.wav,neutral,ugle,konge,babble_50.wav,gratis_reversed.wav,varme_reversed.wav,,,,,0,14,14,14,left,1.159590199997183,left,1,ugle,konge,3475,1,2025-12-06_13-56-49
8,forfald_compressed.wav,negative,forfald,talent,babble_78.wav,frygtsom_reversed.wav,baby_reversed.wav,,,,,0,15,15,15,right,2.4692275999695994,right,1,talent,forfald,3475,1,2025-12-06_13-56-49
34,brutal_compressed.wav,negative,brutal,festlig,babble_59.wav,skuffe_reversed.wav,metal_reversed.wav,,,,,0,16,16,16,left,0.8769302000291646,left,1,brutal,festlig,3475,1,2025-12-06_13-56-49
75,beskidt_compressed.wav,negative,beskidt,selvmord,babble_7.wav,ledning_reversed.wav,bange_reversed.wav,,,,,0,17,17,17,left,1.0921771000139415,left,1,beskidt,selvmord,3475,1,2025-12-06_13-56-49
61,glæde_compressed.wav,positive,glæde,nøgle,babble_98.wav,kærtegn_reversed.wav,trofæ_reversed.wav,,,,,0,18,18,18,left,3.466014200006612,left,1,glæde,nøgle,3475,1,2025-12-06_13-56-49
71,sollys_compressed.wav,positive,sollys,ønske,babble_47.wav,tilfreds_reversed.wav,fjendtlig_reversed.wav,,,,,0,19,19,19,right,2.9162151999771595,right,1,ønske,sollys,3475,1,2025-12-06_13-56-49
20,ugle_compressed.wav,neutral,ugle,ære,babble_97.wav,metal_reversed.wav,offer_reversed.wav,,,,,0,20,20,20,right,1.0163131000008434,right,1,ære,ugle,3475,1,2025-12-06_13-56-49
78,beundret_compressed.wav,positive,beundret,fase,babble_36.wav,heldig_reversed.wav,selvmord_reversed.wav,,,,,0,21,21,21,left,0.9608237000065856,left,1,beundret,fase,3475,1,2025-12-06_13-56-49
67,enhed_compressed.wav,neutral,enhed,salat,babble_29.wav,tilfreds_reversed.wav,metal_reversed.wav,,,,,0,22,22,22,left,0.8990985000273213,left,1,enhed,salat,3475,1,2025-12-06_13-56-49
14,hjerte_compressed.wav,positive,hjerte,sandhed,babble_27.wav,ankel_reversed.wav,vandfald_reversed.wav,,,,,0,23,23,23,right,3.3395677000517026,right,1,sandhed,hjerte,3475,1,2025-12-06_13-56-49
18,hånlig_compressed.wav,negative,hånlig,misbrug,babble_67.wav,mave_reversed.wav,vandfald_reversed.wav,,,,,0,24,24,24,left,1.3001041999668814,left,1,hånlig,misbrug,3475,1,2025-12-06_13-56-49
80,passion_compressed.wav,positive,passion,rædsel,babble_86.wav,nonsens_reversed.wav,ledning_reversed.wav,,,,,0,25,25,25,left,0.8469721999717876,left,1,passion,rædsel,3475,1,2025-12-06_13-56-49
69,lyse_compressed.wav,positive,lyse,dæmpet,babble_48.wav,cirkel_reversed.wav,lærer_reversed.wav,,,,,0,26,26,26,right,1.0796838999958709,right,1,dæmpet,lyse,3475,1,2025-12-06_13-56-49
79,lækker_compressed.wav,positive,lækker,ketchup,babble_79.wav,lækker_reversed.wav,tortur_reversed.wav,,,,,0,27,27,27,left,0.881988100009039,left,1,lækker,ketchup,3475,1,2025-12-06_13-56-49
29,leder_compressed.wav,positive,leder,modgang,babble_15.wav,smerte_reversed.wav,dæmpet_reversed.wav,,,,,0,28,28,28,right,1.1505079999915324,right,1,modgang,leder,3475,1,2025-12-06_13-56-49
47,musik_compressed.wav,positive,musik,marked,babble_56.wav,museum_reversed.wav,gidsel_reversed.wav,,,,,0,29,29,29,right,1.6651500000152737,right,1,marked,musik,3475,1,2025-12-06_13-56-49
42,redning_compressed.wav,positive,redning,spænding,babble_46.wav,bombe_reversed.wav,hjerte_reversed.wav,,,,,0,30,30,30,left,0.8916353000095114,left,1,redning,spænding,3475,1,2025-12-06_13-56-49
25,udskud_compressed.wav,negative,udskud,lærer,babble_74.wav,leder_reversed.wav,fase_reversed.wav,,,,,0,31,31,31,left,1.0583578000077978,left,1,udskud,lærer,3475,1,2025-12-06_13-56-49
30,utro_compressed.wav,negative,utro,udskud,babble_11.wav,pervers_reversed.wav,ketchup_reversed.wav,,,,,0,32,32,32,right,2.359412499994505,right,1,udskud,utro,3475,1,2025-12-06_13-56-49
63,patent_compressed.wav,neutral,patent,krise,babble_24.wav,trussel_reversed.wav,utro_reversed.wav,,,,,0,33,33,33,left,0.8433026999700814,left,1,patent,krise,3475,1,2025-12-06_13-56-49
10,kvæles_compressed.wav,negative,kvæles,affald,babble_85.wav,himmel_reversed.wav,søsyg_reversed.wav,,,,,0,34,34,34,left,0.8472683999571018,left,1,kvæles,affald,3475,1,2025-12-06_13-56-49
23,ketchup_compressed.wav,neutral,ketchup,syndig,babble_62.wav,nonne_reversed.wav,misbrug_reversed.wav,,,,,0,35,35,35,left,0.8610096999909729,left,1,ketchup,syndig,3475,1,2025-12-06_13-56-49
13,skyldig_compressed.wav,negative,skyldig,brutal,babble_12.wav,salat_reversed.wav,fedme_reversed.wav,,,,,0,36,36,36,right,3.3514979999745265,right,1,brutal,skyldig,3475,1,2025-12-06_13-56-49
22,kontor_compressed.wav,neutral,kontor,knude,babble_49.wav,illoyal_reversed.wav,oprørt_reversed.wav,,,,,0,37,37,37,right,0.8386451000114903,right,1,knude,kontor,3475,1,2025-12-06_13-56-49
16,væmmes_compressed.wav,negative,væmmes,grusom,babble_24.wav,sandhed_reversed.wav,taxa_reversed.wav,,,,,0,38,38,38,left,0.8276818000013009,left,1,væmmes,grusom,3475,1,2025-12-06_13-56-49
62,sexet_compressed.wav,positive,sexet,tumor,babble_84.wav,gidsel_reversed.wav,sikker_reversed.wav,,,,,0,39,39,39,right,0.8856999000418,right,1,tumor,sexet,3475,1,2025-12-06_13-56-49
73,blomstre_compressed.wav,positive,blomstre,glæde,babble_63.wav,tumor_reversed.wav,fængsel_reversed.wav,,,,,0,40,40,40,right,1.1241519000031983,right,1,glæde,blomstre,3475,1,2025-12-06_13-56-49
24,kvæles_compressed.wav,negative,kvæles,beundret,babble_91.wav,rigdom_reversed.wav,nøgle_reversed.wav,,,,,0,41,41,41,left,0.7361852999893017,left,1,kvæles,beundret,3475,1,2025-12-06_13-56-49
74,papir_compressed.wav,neutral,papir,beundret,babble_43.wav,venlig_reversed.wav,kæle_reversed.wav,,,,,0,42,42,42,right,0.8759464000468142,right,1,beundret,papir,3475,1,2025-12-06_13-56-49
57,spænding_compressed.wav,positive,spænding,voldtægt,babble_43.wav,ankel_reversed.wav,kande_reversed.wav,,,,,0,43,43,43,right,1.120083499990869,right,1,voldtægt,spænding,3475,1,2025-12-06_13-56-49
46,væmmes_compressed.wav,negative,væmmes,konkurs,babble_34.wav,glæde_reversed.wav,festlig_reversed.wav,,,,,0,44,44,44,right,0.8380254000076093,right,1,konkurs,væmmes,3475,1,2025-12-06_13-56-49
40,borddug_compressed.wav,neutral,borddug,magisk,babble_5.wav,affald_reversed.wav,fiasko_reversed.wav,,,,,0,45,45,45,left,1.446298900002148,left,1,borddug,magisk,3475,1,2025-12-06_13-56-49
27,feber_compressed.wav,negative,feber,bryllup,babble_48.wav,skammel_reversed.wav,fremskridt_reversed.wav,,,,,0,46,46,46,left,1.5128617000300435,left,1,feber,bryllup,3475,1,2025-12-06_13-56-49
4,utro_compressed.wav,negative,utro,skammel,babble_16.wav,sandhed_reversed.wav,slave_reversed.wav,,,,,0,47,47,47,left,3.7667383999796575,right,0,skammel,utro,3475,1,2025-12-06_13-56-49
12,opstemt_compressed.wav,positive,opstemt,humor,babble_49.wav,misbrug_reversed.wav,boble_reversed.wav,,,,,0,48,48,48,right,0.9884714999934658,right,1,humor,opstemt,3475,1,2025-12-06_13-56-49
76,genstand_compressed.wav,neutral,genstand,smerte,babble_60.wav,rædsel_reversed.wav,koldbrand_reversed.wav,,,,,0,49,49,49,right,0.6702895000344142,right,1,smerte,genstand,3475,1,2025-12-06_13-56-49
41,pjece_compressed.wav,neutral,pjece,talent,babble_10.wav,patent_reversed.wav,poesi_reversed.wav,,,,,0,50,50,50,right,0.8173428999725729,right,1,talent,pjece,3475,1,2025-12-06_13-56-49
44,sollys_compressed.wav,positive,sollys,viden,babble_20.wav,lækker_reversed.wav,utro_reversed.wav,,,,,0,51,51,51,right,1.2551503999857232,right,1,viden,sollys,3475,1,2025-12-06_13-56-49
1,kedel_compressed.wav,neutral,kedel,nonsens,babble_76.wav,djævel_reversed.wav,gratis_reversed.wav,,,,,0,52,52,52,right,0.6889513999922201,right,1,nonsens,kedel,3475,1,2025-12-06_13-56-49
31,opstemt_compressed.wav,positive,opstemt,cirkel,babble_33.wav,genstand_reversed.wav,fjollet_reversed.wav,,,,,0,53,53,53,right,3.041379800008144,right,1,cirkel,opstemt,3475,1,2025-12-06_13-56-49
56,pjece_compressed.wav,neutral,pjece,museum,babble_3.wav,smerte_reversed.wav,ketchup_reversed.wav,,,,,0,54,54,54,right,0.6737151999841444,right,1,museum,pjece,3475,1,2025-12-06_13-56-49
53,væmmes_compressed.wav,negative,væmmes,lærer,babble_53.wav,natur_reversed.wav,forkert_reversed.wav,,,,,0,55,55,55,left,1.038054100004956,left,1,væmmes,lærer,3475,1,2025-12-06_13-56-49
59,konkurs_compressed.wav,negative,konkurs,respekt,babble_52.wav,utro_reversed.wav,feber_reversed.wav,,,,,0,56,56,56,left,3.056523900013417,left,1,konkurs,respekt,3475,1,2025-12-06_13-56-49
58,tortur_compressed.wav,negative,tortur,kugle,babble_9.wav,kande_reversed.wav,forkert_reversed.wav,,,,,0,57,57,57,left,0.8488342000055127,left,1,tortur,kugle,3475,1,2025-12-06_13-56-49
66,dæmpet_compressed.wav,neutral,dæmpet,skade,babble_34.wav,fedme_reversed.wav,metal_reversed.wav,,,,,0,58,58,58,left,0.7467996000195853,left,1,dæmpet,skade,3475,1,2025-12-06_13-56-49
65,røver_compressed.wav,negative,røver,cirkel,babble_17.wav,tortur_reversed.wav,rigdom_reversed.wav,,,,,0,59,59,59,left,1.2411191999563016,left,1,røver,cirkel,3475,1,2025-12-06_13-56-49
83,boble_compressed.wav,neutral,boble,jubel,babble_32.wav,djævel_reversed.wav,fjendtlig_reversed.wav,,,,,0,60,60,60,left,0.8958998000016436,left,1,boble,jubel,3475,1,2025-12-06_13-56-49
3,patent_compressed.wav,neutral,patent,kugle,babble_4.wav,poesi_reversed.wav,viden_reversed.wav,,,,,0,61,61,61,left,0.5577666999888606,left,1,patent,kugle,3475,1,2025-12-06_13-56-49
9,giftig_compressed.wav,negative,giftig,beskidt,babble_40.wav,måned_reversed.wav,ledning_reversed.wav,,,,,0,62,62,62,left,0.7753764999797568,left,1,giftig,beskidt,3475,1,2025-12-06_13-56-49
2,kæle_compressed.wav,positive,kæle,bifald,babble_59.wav,talent_reversed.wav,illoyal_reversed.wav,,,,,0,63,63,63,left,3.000699100026395,left,1,kæle,bifald,3475,1,2025-12-06_13-56-49
